X,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,BQ2_quality
2243,6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,"[3,6]"
3849,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,"[3,6]"
4710,5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,"[3,6]"
2373,6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,"[3,6]"
1230,8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,"[3,6]"
2376,7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,"[3,6]"
2990,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,"[3,6]"
4755,6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,"[3,6]"
119,7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,"[3,6]"
3883,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,"[3,6]"
3325,6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,"[3,6]"
3353,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,"[3,6]"
4455,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,"[3,6]"
2318,7.5,0.24,0.62,10.6,0.045,51,153,0.99779,3.16,0.44,8.8,"[3,6]"
3708,6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,"[3,6]"
4755,6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,"[3,6]"
2836,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,"[3,6]"
1361,6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,"[3,6]"
3776,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,"[3,6]"
2962,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,"[3,6]"
1567,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,"[3,6]"
332,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,"[3,6]"
3195,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,"[3,6]"
3105,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,"[3,6]"
2436,6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,"[3,6]"
866,6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5,"[3,6]"
2167,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,"[3,6]"
607,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,"[3,6]"
1412,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,"[3,6]"
708,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,"[3,6]"
1586,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,"[3,6]"
1486,7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,"[3,6]"
2816,6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,"[3,6]"
507,7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,"[3,6]"
4727,6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,"[3,6]"
1003,6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,"[3,6]"
4620,6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,"[3,6]"
3797,6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,"[3,6]"
3649,7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,"[3,6]"
2437,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,"[3,6]"
4266,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,"[3,6]"
3269,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,"[3,6]"
3515,7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,"[3,6]"
4107,5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,"[3,6]"
28,7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,"[3,6]"
2241,7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,"[3,6]"
4430,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,"[3,6]"
405,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,"[3,6]"
526,5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,"[3,6]"
197,6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,"[3,6]"
4391,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,"[3,6]"
2561,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,"[3,6]"
3883,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,"[3,6]"
503,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,"[3,6]"
4484,5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,"[3,6]"
1456,6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,"[3,6]"
4720,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,"[3,6]"
1792,6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,"[3,6]"
3883,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,"[3,6]"
752,6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,"[3,6]"
182,7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,"[3,6]"
4708,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,"[3,6]"
3325,6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,"[3,6]"
3214,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,"[3,6]"
1567,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,"[3,6]"
4083,5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,"[3,6]"
4230,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,"[3,6]"
2382,7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,"[3,6]"
3280,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,"[3,6]"
1562,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,"[3,6]"
4822,7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,"[3,6]"
4745,5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,"[3,6]"
1947,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,"[3,6]"
2248,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,"[3,6]"
1767,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,"[3,6]"
4720,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,"[3,6]"
3726,6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,"[3,6]"
3473,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,"[3,6]"
2142,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,"[3,6]"
2792,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,"[3,6]"
953,6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,"[3,6]"
2396,7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,"[3,6]"
4001,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,"[3,6]"
1097,6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,"[3,6]"
1134,8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,"[3,6]"
2434,7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,"[3,6]"
2284,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,"[3,6]"
4295,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,"[3,6]"
3768,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,"[3,6]"
1223,7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,"[3,6]"
1027,6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,"[3,6]"
3190,6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,"[3,6]"
4275,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,"[3,6]"
708,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,"[3,6]"
1957,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,"[3,6]"
3280,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,"[3,6]"
188,5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,"[3,6]"
2386,7.6,0.2,0.68,12.9,0.042,56,160,0.99841,3.05,0.41,8.7,"[3,6]"
1845,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,"[3,6]"
2708,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,"[3,6]"
2962,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,"[3,6]"
2434,7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,"[3,6]"
2269,6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5,"[3,6]"
3325,6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,"[3,6]"
3195,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,"[3,6]"
3640,6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,"[3,6]"
403,6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,"[3,6]"
1567,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,"[3,6]"
1733,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,"[3,6]"
4295,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,"[3,6]"
1152,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,"[3,6]"
808,6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,"[3,6]"
4495,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,"[3,6]"
195,6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,"[3,6]"
1915,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,"[3,6]"
4346,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,"[3,6]"
3353,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,"[3,6]"
4662,8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2,"[3,6]"
2436,6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,"[3,6]"
2733,7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,"[3,6]"
402,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,"[3,6]"
1072,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,"[3,6]"
4489,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,"[3,6]"
3136,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"[3,6]"
3243,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,"[3,6]"
2850,7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,"[3,6]"
4461,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,"[3,6]"
4313,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,"[3,6]"
3523,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,"[3,6]"
3706,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"[3,6]"
1616,7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,"[3,6]"
2196,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,"[3,6]"
4869,5.8,0.23,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8,"[3,6]"
4372,7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,"[3,6]"
1682,6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,"[3,6]"
2292,8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,"[3,6]"
4276,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,"[3,6]"
4745,5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,"[3,6]"
2196,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,"[3,6]"
3141,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"[3,6]"
2831,6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,"[3,6]"
4589,6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,"[3,6]"
4094,6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,"[3,6]"
4476,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,"[3,6]"
2910,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,"[3,6]"
1443,8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,"[3,6]"
4598,6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,"[3,6]"
3105,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,"[3,6]"
3332,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,"[3,6]"
4383,7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,"[3,6]"
1558,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,"[3,6]"
3138,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,"[3,6]"
1733,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,"[3,6]"
3332,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,"[3,6]"
4598,6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,"[3,6]"
4288,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,"[3,6]"
934,5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6,"[3,6]"
1230,8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,"[3,6]"
3885,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,"[3,6]"
2140,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,"[3,6]"
3952,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,"[3,6]"
3402,8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,"[3,6]"
2564,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,"[3,6]"
1567,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,"[3,6]"
4219,8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,"[3,6]"
11,8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,"[3,6]"
169,7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,"[3,6]"
4868,5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,"[3,6]"
4727,6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,"[3,6]"
3708,6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,"[3,6]"
405,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,"[3,6]"
749,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,"[3,6]"
1523,6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,"[3,6]"
1964,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,"[3,6]"
332,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,"[3,6]"
197,6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,"[3,6]"
3952,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,"[3,6]"
1027,6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,"[3,6]"
2534,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,"[3,6]"
4555,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,"[3,6]"
4444,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,"[3,6]"
1435,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,"[3,6]"
4518,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,"[3,6]"
1811,6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,"[3,6]"
2741,6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,"[3,6]"
1230,8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,"[3,6]"
3770,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,"[3,6]"
4027,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,"[3,6]"
2630,5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,"[3,6]"
2641,7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,"[3,6]"
241,7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,"[3,6]"
188,5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,"[3,6]"
503,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,"[3,6]"
2322,4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,"[3,6]"
197,6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,"[3,6]"
4734,5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,"[3,6]"
4614,5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,"[3,6]"
3987,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"[3,6]"
185,6.8,0.26,0.56,11.9,0.043,64,226,0.997,3.02,0.63,9.3,"[3,6]"
3109,7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,"[3,6]"
2004,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,"[3,6]"
4433,6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,"[3,6]"
1486,7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,"[3,6]"
412,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,"[3,6]"
150,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,"[3,6]"
4230,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,"[3,6]"
1618,6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,"[3,6]"
2831,6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,"[3,6]"
3269,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,"[3,6]"
4206,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,"[3,6]"
411,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,"[3,6]"
2615,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,"[3,6]"
3951,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,"[3,6]"
4296,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,"[3,6]"
4446,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,"[3,6]"
245,6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,"[3,6]"
1947,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,"[3,6]"
3269,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,"[3,6]"
404,7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,"[3,6]"
3538,6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,"[3,6]"
427,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,"[3,6]"
3136,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"[3,6]"
2803,5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,"[3,6]"
1957,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,"[3,6]"
2134,8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,"[3,6]"
2429,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,"[3,6]"
2450,6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,"[3,6]"
15,8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,"[3,6]"
3209,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,"[3,6]"
1616,7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,"[3,6]"
1120,6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,"[3,6]"
1502,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,"[3,6]"
730,6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,"[3,6]"
1374,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,"[3,6]"
509,5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,"[3,6]"
3632,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,"[3,6]"
2704,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,"[3,6]"
3776,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,"[3,6]"
525,5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,"[3,6]"
3770,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,"[3,6]"
1616,7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,"[3,6]"
1520,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,"[3,6]"
1234,7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,"[3,6]"
502,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,"[3,6]"
74,8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,"[3,6]"
3363,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,"[3,6]"
3774,5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,"[3,6]"
2872,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,"[3,6]"
891,5,0.31,0,6.4,0.046,43,166,0.994,3.3,0.63,9.9,"[3,6]"
3707,6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,"[3,6]"
1223,7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,"[3,6]"
2819,6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,"[3,6]"
2903,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,"[3,6]"
4189,5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,"[3,6]"
1845,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,"[3,6]"
1204,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,"[3,6]"
2481,6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,"[3,6]"
1962,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,"[3,6]"
1016,7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,"[3,6]"
1152,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,"[3,6]"
486,6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,"[3,6]"
2473,8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,"[3,6]"
2742,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,"[3,6]"
3607,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,"[3,6]"
2514,6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,"[3,6]"
287,6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,"[3,6]"
3631,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,"[3,6]"
3955,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,"[3,6]"
4295,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,"[3,6]"
857,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,"[3,6]"
1343,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,"[3,6]"
3513,6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,"[3,6]"
